happy,year,age,sex,marital,degree,finrela,health,wtssall
pretty happy,2000,38,male,married,high school,average,excellent,1.0985
pretty happy,2000,29,female,never married,bachelor,above average,excellent,0.5493
pretty happy,2000,36,male,never married,graduate,below average,good,0.5493
very happy,2000,32,male,married,graduate,far above average,excellent,1.0985
pretty happy,2000,26,female,married,bachelor,above average,excellent,1.0985
very happy,2000,47,male,married,graduate,far above average,NA,1.0985
very happy,2000,37,female,divorced,graduate,average,good,0.5493
pretty happy,2000,29,female,never married,bachelor,average,excellent,1.0985
not too happy,2000,37,male,never married,bachelor,average,good,0.5493
pretty happy,2000,35,male,married,high school,above average,NA,1.0985
pretty happy,2000,68,male,married,high school,above average,NA,1.0985
very happy,2000,26,female,married,bachelor,average,excellent,1.0985
pretty happy,2000,84,male,never married,graduate,far above average,poor,0.5493
pretty happy,2000,23,male,never married,high school,above average,fair,1.6478
pretty happy,2000,22,male,never married,high school,average,fair,0.5493
very happy,2000,42,male,married,high school,far above average,excellent,1.0985
pretty happy,2000,53,female,widowed,high school,above average,NA,0.5493
pretty happy,2000,43,male,married,high school,average,good,1.0985
pretty happy,2000,49,male,married,junior college,average,good,1.6478
very happy,2000,74,male,widowed,high school,average,good,0.5493
very happy,2000,47,female,married,bachelor,average,excellent,1.0985
pretty happy,2000,37,male,married,junior college,average,excellent,1.0985
very happy,2000,42,male,married,junior college,above average,excellent,1.6478
pretty happy,2000,18,male,never married,lt high school,average,good,1.6478
very happy,2000,22,female,never married,junior college,average,NA,1.0985
very happy,2000,51,male,married,graduate,above average,excellent,1.0985
pretty happy,2000,30,male,married,high school,average,excellent,1.0985
very happy,2000,59,male,married,junior college,far above average,excellent,1.0985
very happy,2000,52,male,married,high school,below average,good,1.0985
pretty happy,2000,58,female,married,lt high school,average,good,1.0985
pretty happy,2000,40,male,never married,junior college,above average,excellent,0.5493
very happy,2000,63,male,married,junior college,above average,good,1.0985
very happy,2000,56,female,married,high school,average,good,1.0985
pretty happy,2000,25,male,never married,bachelor,below average,excellent,0.5493
not too happy,2000,28,female,never married,high school,average,poor,0.5493
pretty happy,2000,67,female,widowed,high school,above average,NA,1.0985
pretty happy,2000,37,female,married,high school,above average,NA,1.0985
pretty happy,2000,72,male,married,high school,average,fair,1.0985
very happy,2000,54,female,married,high school,above average,NA,1.0985
pretty happy,2000,19,male,never married,lt high school,average,fair,1.6478
pretty happy,2000,44,female,married,high school,above average,NA,1.0985
very happy,2000,42,male,married,bachelor,above average,excellent,1.0985
pretty happy,2000,19,male,never married,high school,far above average,good,1.6478
pretty happy,2000,43,female,married,graduate,above average,good,1.0985
very happy,2000,59,female,divorced,high school,average,excellent,1.6478
pretty happy,2000,52,female,married,lt high school,above average,NA,2.1971
very happy,2000,40,male,married,high school,far above average,good,1.0985
pretty happy,2000,51,female,separated,bachelor,far above average,NA,0.5493
pretty happy,2000,50,male,never married,high school,far above average,fair,0.5493
pretty happy,2000,45,male,never married,bachelor,above average,excellent,1.0985
pretty happy,2000,36,female,married,bachelor,far above average,good,1.0985
pretty happy,2000,45,male,married,graduate,far below average,excellent,1.0985
pretty happy,2000,71,male,divorced,bachelor,above average,excellent,0.5493
pretty happy,2000,58,male,married,high school,average,good,1.6478
pretty happy,2000,31,female,married,junior college,below average,fair,1.0985
pretty happy,2000,25,female,never married,high school,above average,NA,1.0985
pretty happy,2000,34,female,never married,high school,average,NA,0.5493
not too happy,2000,48,male,never married,bachelor,below average,fair,1.0985
pretty happy,2000,26,male,never married,bachelor,average,good,1.0985
not too happy,2000,35,male,divorced,graduate,above average,fair,0.5493
pretty happy,2000,42,male,married,high school,below average,NA,1.0985
very happy,2000,52,male,married,high school,average,good,1.0985
very happy,2000,27,female,divorced,junior college,above average,good,0.5493
not too happy,2000,44,male,never married,lt high school,below average,fair,0.5493
pretty happy,2000,38,female,never married,high school,below average,NA,0.5493
very happy,2000,75,male,married,bachelor,far below average,poor,1.0985
pretty happy,2000,42,female,never married,bachelor,below average,fair,1.0985
very happy,2000,89,female,widowed,high school,average,poor,1.0985
very happy,2000,52,female,married,junior college,above average,good,1.6478
pretty happy,2000,74,male,married,high school,average,poor,1.0985
pretty happy,2000,61,male,divorced,high school,above average,fair,0.5493
pretty happy,2000,76,female,married,high school,average,excellent,1.0985
very happy,2000,50,female,married,high school,average,NA,2.1971
pretty happy,2000,44,male,separated,NA,average,excellent,0.5493
very happy,2000,38,female,married,graduate,average,good,1.0985
pretty happy,2000,53,female,married,high school,average,good,1.6478
pretty happy,2000,71,female,married,lt high school,above average,good,1.0985
pretty happy,2000,73,female,widowed,high school,above average,poor,0.5493
not too happy,2000,43,female,divorced,high school,far below average,poor,1.0985
pretty happy,2000,36,male,married,graduate,average,excellent,1.0985
very happy,2000,40,female,married,graduate,below average,NA,1.0985
very happy,2000,42,female,married,high school,above average,NA,1.0985
pretty happy,2000,68,female,divorced,high school,below average,fair,0.5493
pretty happy,2000,45,female,married,high school,above average,good,1.0985
pretty happy,2000,34,female,divorced,high school,average,excellent,0.5493
not too happy,2000,26,female,never married,high school,below average,good,1.0985
pretty happy,2000,49,female,married,bachelor,above average,NA,1.0985
pretty happy,2000,59,female,married,bachelor,below average,good,1.0985
not too happy,2000,45,male,never married,high school,below average,fair,1.0985
not too happy,2000,77,male,separated,lt high school,NA,poor,0.5493
not too happy,2000,56,male,separated,lt high school,far below average,poor,0.5493
very happy,2000,48,male,never married,lt high school,far below average,excellent,0.5493
NA,2000,57,male,divorced,high school,far below average,fair,0.5493
pretty happy,2000,37,male,married,graduate,above average,good,1.0985
pretty happy,2000,35,female,married,high school,average,good,2.1971
not too happy,2000,42,female,married,graduate,above average,good,1.0985
very happy,2000,46,female,married,high school,average,excellent,1.6478
pretty happy,2000,53,male,married,high school,average,good,1.0985
pretty happy,2000,28,male,never married,high school,average,good,1.0985
pretty happy,2000,54,female,married,bachelor,above average,excellent,1.0985
very happy,2000,38,female,married,bachelor,above average,NA,1.0985
very happy,2000,32,female,married,high school,above average,excellent,1.0985
pretty happy,2000,53,female,married,bachelor,above average,good,1.0985
not too happy,2000,20,female,never married,high school,average,excellent,2.1971
pretty happy,2000,40,female,married,junior college,average,good,1.6478
not too happy,2000,46,female,married,bachelor,average,good,1.0985
very happy,2000,41,male,married,bachelor,above average,NA,1.0985
pretty happy,2000,29,female,married,junior college,below average,excellent,1.0985
pretty happy,2000,53,female,divorced,junior college,average,excellent,0.5493
very happy,2000,73,male,divorced,graduate,above average,NA,0.5493
very happy,2000,58,female,married,junior college,above average,NA,1.6478
pretty happy,2000,58,female,married,high school,above average,excellent,1.0985
very happy,2000,52,female,married,high school,above average,good,1.0985
pretty happy,2000,35,male,married,high school,average,NA,1.0985
very happy,2000,37,male,never married,bachelor,far above average,excellent,0.5493
very happy,2000,41,male,married,lt high school,below average,good,1.6478
NA,2000,38,female,never married,junior college,average,excellent,0.5493
very happy,2000,34,female,married,bachelor,average,good,1.0985
not too happy,2000,39,male,never married,junior college,average,fair,0.5493
pretty happy,2000,56,male,divorced,high school,above average,good,0.5493
pretty happy,2000,52,female,divorced,high school,average,good,0.5493
very happy,2000,36,female,divorced,high school,above average,NA,0.5493
pretty happy,2000,20,male,never married,high school,average,excellent,1.0985
pretty happy,2000,28,male,married,high school,below average,good,1.0985
not too happy,2000,38,female,separated,high school,far below average,fair,0.5493
not too happy,2000,79,female,divorced,lt high school,average,good,0.5493
NA,2000,84,female,widowed,lt high school,below average,poor,0.5493
very happy,2000,61,male,divorced,bachelor,above average,good,0.5493
pretty happy,2000,47,female,divorced,high school,above average,excellent,0.5493
pretty happy,2000,20,female,never married,high school,average,excellent,1.0985
pretty happy,2000,38,male,divorced,high school,above average,good,0.5493
pretty happy,2000,38,male,widowed,bachelor,below average,NA,0.5493
NA,2000,70,female,divorced,graduate,below average,excellent,2.1971
pretty happy,2000,54,female,divorced,high school,average,good,0.5493
NA,2000,32,female,divorced,lt high school,average,fair,1.0985
pretty happy,2000,31,female,never married,lt high school,far below average,good,0.5493
NA,2000,26,male,divorced,lt high school,average,good,1.0985
very happy,2000,84,female,widowed,NA,average,good,0.5493
pretty happy,2000,42,female,widowed,lt high school,average,good,0.5493
very happy,2000,41,female,married,high school,average,good,1.0985
pretty happy,2000,32,female,married,high school,far below average,good,1.0985
very happy,2000,25,female,never married,high school,average,excellent,0.5493
pretty happy,2000,51,male,never married,lt high school,below average,NA,0.5493
NA,2000,30,male,never married,lt high school,average,excellent,0.5493
very happy,2000,34,female,married,high school,above average,excellent,1.0985
very happy,2000,52,male,married,bachelor,above average,good,2.1971
pretty happy,2000,52,female,married,high school,above average,NA,1.0985
pretty happy,2000,79,female,widowed,high school,below average,poor,0.5493
not too happy,2000,26,female,divorced,high school,below average,NA,0.5493
pretty happy,2000,32,female,never married,high school,below average,good,0.5493
very happy,2000,37,male,married,high school,average,good,1.0985
pretty happy,2000,23,female,married,high school,below average,good,1.0985
not too happy,2000,32,male,married,lt high school,average,good,1.0985
pretty happy,2000,21,female,never married,high school,below average,good,1.0985
pretty happy,2000,24,female,married,high school,average,good,1.0985
not too happy,2000,28,female,married,bachelor,average,NA,1.0985
very happy,2000,35,male,married,high school,average,excellent,1.0985
pretty happy,2000,48,male,widowed,graduate,average,excellent,0.5493
pretty happy,2000,30,male,never married,high school,average,excellent,1.6478
pretty happy,2000,57,female,married,high school,below average,fair,1.0985
pretty happy,2000,46,male,divorced,high school,below average,good,1.0985
pretty happy,2000,49,female,divorced,graduate,above average,good,1.0985
pretty happy,2000,20,male,married,high school,below average,fair,1.0985
not too happy,2000,74,female,widowed,high school,far below average,NA,1.0985
not too happy,2000,53,male,married,high school,average,poor,1.0985
pretty happy,2000,66,male,married,bachelor,average,NA,1.6478
very happy,2000,27,female,married,bachelor,average,excellent,1.0985
very happy,2000,25,female,married,high school,average,poor,1.0985
pretty happy,2000,54,female,married,high school,average,good,1.0985
very happy,2000,19,female,never married,high school,below average,excellent,1.0985
not too happy,2000,51,male,divorced,bachelor,below average,poor,0.5493
pretty happy,2000,31,male,married,high school,average,good,2.7463
pretty happy,2000,31,female,never married,high school,far below average,good,0.5493
not too happy,2000,36,male,separated,high school,below average,NA,0.5493
pretty happy,2000,60,female,widowed,high school,below average,fair,0.5493
very happy,2000,35,female,divorced,junior college,average,NA,0.5493
pretty happy,2000,55,female,married,graduate,average,good,1.0985
not too happy,2000,51,female,married,bachelor,below average,fair,1.0985
very happy,2000,25,female,never married,graduate,above average,excellent,0.5493
pretty happy,2000,49,female,separated,graduate,above average,excellent,0.5493
pretty happy,2000,38,male,never married,lt high school,average,NA,0.5493
pretty happy,2000,53,male,married,bachelor,average,NA,1.0985
very happy,2000,52,female,married,graduate,above average,good,1.0985
very happy,2000,60,male,married,high school,above average,excellent,1.0985
very happy,2000,28,male,married,lt high school,average,NA,1.0985
pretty happy,2000,44,female,never married,lt high school,above average,good,0.5493
very happy,2000,42,female,married,high school,average,excellent,0.5493
very happy,2000,42,male,married,high school,below average,fair,2.1971
very happy,2000,20,male,never married,lt high school,average,good,1.0985
not too happy,2000,66,female,divorced,lt high school,average,fair,0.5493
very happy,2000,42,female,married,lt high school,NA,excellent,1.6478
very happy,2000,72,male,married,bachelor,above average,good,1.0985
pretty happy,2000,43,female,married,high school,average,excellent,1.6478
very happy,2000,54,male,never married,graduate,above average,good,0.5493
very happy,2000,57,female,never married,graduate,far above average,excellent,0.5493
pretty happy,2000,56,female,never married,high school,average,good,0.5493
pretty happy,2000,34,male,never married,high school,average,good,1.0985
not too happy,2000,31,female,never married,high school,below average,good,1.0985
pretty happy,2000,25,female,never married,high school,average,NA,1.6478
pretty happy,2000,30,female,never married,lt high school,average,excellent,1.0985
pretty happy,2000,24,male,never married,high school,average,good,0.5493
pretty happy,2000,35,female,never married,high school,below average,good,1.0985
pretty happy,2000,32,male,never married,lt high school,below average,NA,0.5493
not too happy,2000,38,female,married,high school,below average,NA,1.0985
NA,2000,46,female,separated,lt high school,far below average,good,1.6478
pretty happy,2000,59,male,married,high school,average,good,1.0985
pretty happy,2000,26,female,never married,high school,above average,excellent,0.5493
pretty happy,2000,29,female,divorced,high school,average,fair,1.0985
very happy,2000,25,male,married,high school,average,excellent,1.0985
not too happy,2000,59,female,widowed,NA,average,fair,1.0985
very happy,2000,29,female,married,high school,average,fair,2.1971
pretty happy,2000,25,female,never married,lt high school,NA,good,0.5493
very happy,2000,68,male,married,high school,average,fair,1.0985
pretty happy,2000,78,male,married,lt high school,above average,good,1.0985
pretty happy,2000,32,male,never married,graduate,above average,excellent,1.6478
pretty happy,2000,54,female,widowed,high school,above average,fair,0.5493
pretty happy,2000,40,female,never married,bachelor,average,fair,0.5493
pretty happy,2000,41,male,never married,high school,average,good,0.5493
pretty happy,2000,37,female,married,lt high school,average,NA,1.0985
pretty happy,2000,31,female,married,lt high school,below average,good,1.0985
pretty happy,2000,36,female,separated,lt high school,below average,NA,0.5493
not too happy,2000,55,male,never married,bachelor,above average,good,1.0985
pretty happy,2000,31,female,never married,bachelor,above average,excellent,0.5493
pretty happy,2000,58,male,married,high school,above average,good,1.0985
very happy,2000,38,female,married,bachelor,average,good,1.0985
very happy,2000,36,female,married,high school,below average,NA,1.0985
very happy,2000,53,female,married,high school,average,excellent,2.1971
very happy,2000,25,female,divorced,high school,average,good,0.5493
pretty happy,2000,29,female,married,lt high school,below average,good,1.0985
pretty happy,2000,52,male,married,bachelor,far above average,good,1.0985
pretty happy,2000,45,female,married,high school,average,fair,1.6478
pretty happy,2000,64,female,married,graduate,average,fair,2.1971
pretty happy,2000,42,male,married,bachelor,above average,good,1.0985
pretty happy,2000,62,female,widowed,high school,average,good,1.6478
not too happy,2000,44,female,separated,high school,below average,fair,0.5493
pretty happy,2000,32,female,separated,lt high school,average,good,0.5493
very happy,2000,21,female,never married,high school,average,NA,2.1971
pretty happy,2000,62,female,widowed,lt high school,below average,poor,0.5493
not too happy,2000,48,female,widowed,high school,below average,good,0.5493
pretty happy,2000,41,female,divorced,high school,below average,NA,0.5493
pretty happy,2000,31,female,never married,high school,below average,good,0.5493
pretty happy,2000,37,female,separated,high school,average,excellent,0.5493
not too happy,2000,40,female,divorced,high school,far above average,fair,0.5493
pretty happy,2000,32,female,never married,lt high school,average,excellent,0.5493
very happy,2000,27,female,never married,junior college,average,excellent,0.5493
pretty happy,2000,19,female,never married,high school,average,NA,1.0985
pretty happy,2000,48,female,married,graduate,above average,good,1.0985
very happy,2000,39,male,married,bachelor,far above average,NA,1.0985
pretty happy,2000,21,male,never married,high school,above average,good,2.1971
pretty happy,2000,70,female,married,junior college,NA,good,1.0985
very happy,2000,48,female,married,high school,average,fair,1.0985
pretty happy,2000,44,female,married,high school,average,good,1.0985
pretty happy,2000,63,female,divorced,bachelor,below average,good,0.5493
pretty happy,2000,43,male,married,graduate,above average,NA,1.0985
very happy,2000,36,female,married,junior college,average,good,1.0985
pretty happy,2000,29,male,never married,bachelor,average,good,1.0985
pretty happy,2000,51,female,married,lt high school,below average,fair,2.1971
pretty happy,2000,40,male,married,lt high school,average,good,1.0985
not too happy,2000,62,male,divorced,high school,average,fair,1.0985
very happy,2000,33,female,never married,NA,average,good,1.0985
very happy,2000,82,male,married,lt high school,average,excellent,1.0985
very happy,2000,59,female,married,lt high school,average,fair,1.0985
very happy,2000,49,female,married,high school,above average,NA,2.1971
very happy,2000,41,female,never married,NA,far below average,good,1.0985
pretty happy,2000,35,female,married,high school,above average,excellent,1.0985
not too happy,2000,25,female,never married,high school,average,good,1.0985
pretty happy,2000,19,male,never married,high school,average,excellent,1.6478
pretty happy,2000,63,male,married,lt high school,average,fair,2.1971
very happy,2000,37,male,married,high school,average,good,1.0985
pretty happy,2000,47,female,separated,high school,average,good,1.0985
pretty happy,2000,19,female,never married,high school,average,good,0.5493
very happy,2000,29,male,never married,bachelor,above average,good,1.0985
very happy,2000,43,female,widowed,junior college,below average,good,0.5493
pretty happy,2000,25,male,married,bachelor,average,good,1.0985
very happy,2000,35,male,married,bachelor,above average,excellent,1.0985
pretty happy,2000,53,female,divorced,high school,above average,good,0.5493
pretty happy,2000,49,female,married,high school,average,good,2.1971
very happy,2000,45,male,married,high school,above average,excellent,1.0985
very happy,2000,52,female,married,high school,above average,good,2.1971
pretty happy,2000,36,female,married,high school,above average,NA,1.0985
pretty happy,2000,36,male,married,high school,above average,fair,1.0985
pretty happy,2000,41,male,married,high school,average,good,1.0985
very happy,2000,33,female,married,high school,average,excellent,1.0985
pretty happy,2000,62,female,widowed,high school,below average,good,0.5493
pretty happy,2000,34,female,never married,high school,below average,NA,1.0985
very happy,2000,48,female,divorced,junior college,average,excellent,1.0985
very happy,2000,38,female,married,high school,average,NA,1.0985
very happy,2000,54,male,married,lt high school,above average,good,1.6478
very happy,2000,32,female,married,high school,above average,good,1.0985
pretty happy,2000,38,male,never married,lt high school,far below average,good,2.1971
pretty happy,2000,39,female,never married,high school,average,good,0.5493
not too happy,2000,19,female,never married,lt high school,average,good,1.6478
pretty happy,2000,27,male,never married,junior college,average,excellent,1.0985
pretty happy,2000,23,female,never married,bachelor,above average,NA,0.5493
pretty happy,2000,22,male,never married,junior college,average,good,0.5493
pretty happy,2000,40,female,married,high school,average,good,1.0985
pretty happy,2000,33,male,married,high school,average,good,1.0985
not too happy,2000,24,male,never married,bachelor,far below average,fair,1.0985
pretty happy,2000,41,male,married,bachelor,average,excellent,1.0985
pretty happy,2000,51,male,married,high school,average,good,1.6478
very happy,2000,37,male,married,graduate,average,good,1.0985
pretty happy,2000,51,male,married,graduate,NA,excellent,1.0985
pretty happy,2000,54,male,never married,graduate,above average,good,0.5493
pretty happy,2000,23,male,separated,bachelor,average,excellent,1.6478
very happy,2000,63,male,married,high school,average,fair,2.1971
not too happy,2000,52,female,never married,graduate,average,excellent,0.5493
not too happy,2000,27,female,never married,bachelor,average,excellent,1.6478
very happy,2000,35,male,married,high school,average,good,1.0985
pretty happy,2000,47,male,married,high school,above average,excellent,1.0985
pretty happy,2000,23,male,never married,high school,average,good,1.6478
pretty happy,2000,47,male,married,high school,above average,fair,1.6478
pretty happy,2000,37,female,never married,bachelor,below average,excellent,1
very happy,2000,28,female,divorced,high school,average,NA,1.0985
very happy,2000,35,male,married,high school,NA,excellent,1.6478
pretty happy,2000,48,female,divorced,high school,average,good,0.5493
pretty happy,2000,72,female,widowed,lt high school,average,good,2.7463
pretty happy,2000,57,female,married,lt high school,average,NA,2.1971
very happy,2000,40,male,never married,graduate,above average,excellent,1.0985
not too happy,2000,36,female,married,high school,below average,good,2.1971
pretty happy,2000,65,female,never married,graduate,above average,good,0.5493
pretty happy,2000,56,female,separated,high school,average,fair,0.5493
pretty happy,2000,55,male,divorced,high school,below average,good,0.5493
very happy,2000,23,female,never married,high school,average,good,1.0985
not too happy,2000,84,female,widowed,lt high school,below average,poor,0.5493
pretty happy,2000,62,female,separated,high school,below average,NA,1.0985
pretty happy,2000,40,female,married,bachelor,below average,fair,1.0985
NA,2000,42,female,never married,high school,below average,fair,0.5493
very happy,2000,47,female,married,high school,below average,good,1.0985
pretty happy,2000,53,female,never married,junior college,average,good,1.0985
very happy,2000,26,female,never married,high school,above average,excellent,1.0985
pretty happy,2000,25,female,never married,high school,below average,good,0.5493
pretty happy,2000,64,male,divorced,high school,below average,NA,0.5493
not too happy,2000,40,male,divorced,high school,average,good,0.5493
very happy,2000,24,male,never married,high school,above average,excellent,1.0985
NA,2000,27,female,never married,high school,below average,fair,1.0985
pretty happy,2000,39,male,married,high school,below average,NA,1.0985
pretty happy,2000,46,female,divorced,lt high school,below average,fair,0.5493
pretty happy,2000,18,female,never married,lt high school,average,NA,1.0985
pretty happy,2000,46,male,married,lt high school,below average,fair,0.5493
very happy,2000,80,female,married,high school,average,good,1.0985
pretty happy,2000,77,female,widowed,high school,below average,fair,0.5493
pretty happy,2000,61,male,never married,graduate,below average,excellent,1.0985
pretty happy,2000,46,female,separated,high school,average,poor,1.0985
very happy,2000,53,male,divorced,bachelor,below average,excellent,1.0985
pretty happy,2000,32,female,divorced,high school,below average,NA,0.5493
very happy,2000,51,female,divorced,junior college,below average,excellent,0.5493
pretty happy,2000,32,male,never married,high school,above average,excellent,1.6478
very happy,2000,38,male,married,high school,below average,excellent,1.0985
not too happy,2000,50,male,divorced,bachelor,above average,excellent,0.5493
pretty happy,2000,46,female,married,graduate,below average,excellent,0.5493
pretty happy,2000,42,female,separated,high school,average,excellent,0.5493
pretty happy,2000,31,male,never married,high school,average,NA,0.5493
very happy,2000,47,female,married,junior college,below average,NA,1.0985
very happy,2000,45,female,married,high school,below average,excellent,1.0985
pretty happy,2000,26,female,married,high school,average,good,1.0985
very happy,2000,45,female,married,graduate,above average,excellent,1.0985
very happy,2000,32,female,married,high school,average,excellent,1.0985
pretty happy,2000,31,male,married,high school,average,NA,1.0985
pretty happy,2000,40,female,married,bachelor,above average,good,1.0985
pretty happy,2000,18,female,never married,lt high school,above average,good,1.6478
pretty happy,2000,44,female,widowed,high school,below average,NA,0.5493
pretty happy,2000,35,female,never married,lt high school,far above average,NA,0.5493
NA,2000,31,female,never married,high school,far below average,good,0.5493
not too happy,2000,50,female,divorced,lt high school,far below average,poor,1.0985
NA,2000,37,female,never married,high school,below average,good,0.5493
very happy,2000,37,male,married,high school,average,good,1.0985
pretty happy,2000,19,male,never married,NA,average,excellent,1.6478
pretty happy,2000,28,male,never married,high school,far below average,fair,1.0985
very happy,2000,79,male,married,lt high school,below average,poor,1.0985
very happy,2000,31,female,married,bachelor,average,excellent,1.0985
very happy,2000,33,female,married,bachelor,average,excellent,1.0985
very happy,2000,56,male,married,high school,above average,good,1.0985
pretty happy,2000,30,female,married,bachelor,above average,good,1.0985
pretty happy,2000,22,male,never married,lt high school,average,NA,1.0985
pretty happy,2000,57,female,divorced,high school,below average,good,0.5493
pretty happy,2000,44,female,separated,junior college,average,good,1.0985
pretty happy,2000,38,male,divorced,high school,average,excellent,0.5493
pretty happy,2000,60,female,married,high school,below average,good,1.6478
pretty happy,2000,21,female,married,junior college,average,fair,1.0985
pretty happy,2000,35,female,married,bachelor,above average,fair,1.0985
pretty happy,2000,49,male,married,high school,average,fair,1.0985
very happy,2000,37,female,married,graduate,average,good,1.6478
very happy,2000,61,male,married,high school,below average,good,1.6478
not too happy,2000,67,female,married,lt high school,far below average,poor,1.0985
not too happy,2000,63,female,married,high school,far below average,poor,1.0985
pretty happy,2000,23,female,never married,high school,average,NA,0.5493
not too happy,2000,62,female,divorced,lt high school,average,fair,1.0985
not too happy,2000,41,female,married,lt high school,below average,NA,1.0985
pretty happy,2000,47,male,divorced,high school,above average,good,1.0985
pretty happy,2000,40,female,never married,graduate,below average,NA,0.5493
pretty happy,2000,22,male,never married,high school,above average,good,1.6478
not too happy,2000,32,male,never married,high school,below average,fair,0.5493
pretty happy,2000,26,male,never married,junior college,average,good,1.0985
pretty happy,2000,80,female,widowed,lt high school,below average,fair,0.5493
pretty happy,2000,57,male,married,junior college,below average,good,1.0985
pretty happy,2000,33,female,married,high school,average,excellent,1.0985
pretty happy,2000,20,female,never married,high school,below average,good,1.6478
very happy,2000,19,male,never married,high school,average,good,1.0985
very happy,2000,66,male,married,high school,below average,good,1.0985
pretty happy,2000,56,male,divorced,high school,below average,good,0.5493
pretty happy,2000,44,female,married,high school,below average,excellent,1.6478
pretty happy,2000,57,male,married,high school,average,NA,1.0985
pretty happy,2000,68,female,married,high school,average,poor,1.0985
pretty happy,2000,81,male,widowed,high school,above average,fair,0.5493
pretty happy,2000,27,male,never married,high school,average,excellent,1.0985
very happy,2000,26,female,never married,high school,below average,excellent,0.5493
not too happy,2000,NA,male,divorced,junior college,average,excellent,0.5493
very happy,2000,31,female,married,junior college,above average,excellent,1.0985
pretty happy,2000,37,male,married,bachelor,above average,good,1.0985
very happy,2000,52,female,married,high school,average,fair,1.0985
pretty happy,2000,45,female,divorced,high school,average,good,1.0985
pretty happy,2000,69,female,divorced,high school,below average,excellent,0.5493
pretty happy,2000,63,male,married,lt high school,average,fair,1.0985
pretty happy,2000,79,male,widowed,lt high school,average,poor,0.5493
not too happy,2000,82,female,never married,high school,average,fair,1.6478
very happy,2000,74,male,widowed,bachelor,above average,excellent,1.0985
very happy,2000,36,male,married,junior college,average,good,1.0985
pretty happy,2000,66,female,widowed,high school,below average,NA,1.0985
pretty happy,2000,54,male,divorced,high school,average,good,0.5493
very happy,2000,73,male,married,bachelor,average,good,1.0985
pretty happy,2000,62,male,married,high school,average,good,1.0985
not too happy,2000,81,male,widowed,lt high school,far below average,excellent,0.5493
pretty happy,2000,88,female,widowed,high school,average,poor,0.5493
not too happy,2000,74,male,divorced,high school,NA,NA,0.5493
very happy,2000,52,male,separated,high school,above average,good,1.0985
very happy,2000,83,male,widowed,high school,average,good,0.5493
pretty happy,2000,49,male,married,bachelor,above average,excellent,1.0985
pretty happy,2000,42,female,married,high school,above average,NA,1.0985
very happy,2000,54,male,married,high school,above average,fair,1.0985
very happy,2000,20,male,never married,high school,above average,excellent,1.6478
pretty happy,2000,65,male,married,bachelor,average,excellent,1.6478
pretty happy,2000,53,male,married,high school,average,excellent,1.6478
pretty happy,2000,36,male,married,bachelor,above average,good,1.0985
very happy,2000,48,female,married,lt high school,average,fair,1.0985
very happy,2000,36,female,married,high school,far above average,poor,1.0985
pretty happy,2000,43,female,married,high school,average,good,1.0985
not too happy,2000,24,female,married,high school,average,NA,1.0985
NA,2000,25,male,married,high school,below average,good,1.0985
pretty happy,2000,32,female,married,high school,average,good,2.1971
pretty happy,2000,51,female,married,bachelor,below average,good,1.0985
very happy,2000,56,male,married,high school,below average,NA,1.0985
very happy,2000,43,female,married,high school,average,NA,1.6478
very happy,2000,20,female,never married,high school,average,excellent,1.6478
pretty happy,2000,74,male,never married,high school,below average,good,0.5493
pretty happy,2000,69,female,married,high school,average,poor,0.5493
not too happy,2000,19,male,divorced,lt high school,below average,good,1.0985
pretty happy,2000,58,male,married,lt high school,average,excellent,1.0985
very happy,2000,52,male,married,high school,average,excellent,1.0985
pretty happy,2000,56,male,never married,bachelor,average,NA,0.5493
pretty happy,2000,22,male,never married,high school,above average,good,1.6478
pretty happy,2000,71,female,widowed,high school,average,fair,0.5493
very happy,2000,45,male,married,high school,above average,excellent,1.0985
pretty happy,2000,46,female,widowed,junior college,below average,fair,0.5493
very happy,2000,36,female,married,high school,below average,excellent,1.0985
not too happy,2000,32,male,married,junior college,below average,fair,1.0985
pretty happy,2000,26,female,never married,bachelor,average,excellent,0.5493
pretty happy,2000,24,male,never married,high school,average,good,0.5493
very happy,2000,24,male,never married,junior college,average,good,0.5493
not too happy,2000,44,male,divorced,lt high school,below average,good,1.0985
pretty happy,2000,44,male,divorced,high school,below average,fair,0.5493
pretty happy,2000,35,male,never married,junior college,above average,good,1.0985
pretty happy,2000,47,female,divorced,bachelor,below average,good,0.5493
pretty happy,2000,21,male,never married,high school,above average,fair,1.0985
very happy,2000,27,male,never married,bachelor,above average,NA,0.5493
pretty happy,2000,23,male,never married,junior college,below average,good,1.0985
pretty happy,2000,84,female,married,junior college,above average,NA,1.0985
very happy,2000,54,female,divorced,high school,below average,fair,1.0985
very happy,2000,45,female,married,high school,below average,good,1.6478
very happy,2000,73,female,widowed,high school,above average,good,0.5493
very happy,2000,79,male,married,high school,below average,good,1.0985
pretty happy,2000,38,male,married,high school,below average,excellent,1.0985
pretty happy,2000,20,male,never married,high school,average,NA,2.1971
pretty happy,2000,32,female,married,high school,average,excellent,1.0985
pretty happy,2000,34,male,divorced,high school,below average,good,1.0985
very happy,2000,44,female,divorced,high school,far below average,NA,0.5493
NA,2000,30,male,never married,high school,average,fair,1.0985
pretty happy,2000,39,male,never married,bachelor,average,NA,1.0985
very happy,2000,50,male,divorced,bachelor,average,good,1.0985
